human,gender,cause,date_of_birth,date_of_death,country,occupation,religion
António José de Almeida,male,natural causes,1866-07-27T00:00:00Z,1929-10-31T00:00:00Z,Portugal,minister,Catholicism
Alexander Zinoviev,male,natural causes,1922-10-29T00:00:00Z,2006-05-10T00:00:00Z,Russian Soviet Federative Socialist Republic,writer,atheism
Michel Benoist,male,natural causes,1715-10-08T00:00:00Z,1774-10-23T00:00:00Z,France,engineer,Catholicism
Feroze Gandhi,male,natural causes,1912-09-12T00:00:00Z,1960-09-08T00:00:00Z,British Raj,politician,Zoroastrianism
Mohammed Abdullah Hassan,male,natural causes,1856-04-07T00:00:00Z,1920-12-21T00:00:00Z,Somalia,politician,Islam
Alexy I of Moscow,male,natural causes,1877-11-08T00:00:00Z,1970-04-17T00:00:00Z,Russian Empire,priest,Orthodox Christianity
Sage Stallone,male,natural causes,1976-05-05T00:00:00Z,2012-07-13T00:00:00Z,United States of America,actor,Catholic Church
Gaston Monnerville,male,natural causes,1897-01-02T00:00:00Z,1991-11-07T00:00:00Z,France,politician,Catholicism
Sage Stallone,male,natural causes,1976-05-05T00:00:00Z,2012-07-13T00:00:00Z,United States of America,composer,Catholic Church
Sage Stallone,male,natural causes,1976-05-05T00:00:00Z,2012-07-13T00:00:00Z,United States of America,film director,Catholic Church
Avery Dulles,male,natural causes,1918-08-24T00:00:00Z,2008-12-12T00:00:00Z,United States of America,writer,Catholic Church
Avery Dulles,male,natural causes,1918-08-24T00:00:00Z,2008-12-12T00:00:00Z,United States of America,theologian,Catholic Church
Brigham Henry Roberts,male,natural causes,1857-03-13T00:00:00Z,1933-09-27T00:00:00Z,United States of America,novelist,The Church of Jesus Christ of Latter-day Saints
Sage Stallone,male,natural causes,1976-05-05T00:00:00Z,2012-07-13T00:00:00Z,United States of America,screenwriter,Catholic Church
Pjetër Bogdani,male,natural causes,1630-01-01T00:00:00Z,1689-12-01T00:00:00Z,Ottoman Empire,writer,Catholic Church
James G. Blaine,male,natural causes,1830-01-31T00:00:00Z,1893-01-27T00:00:00Z,United States of America,lawyer,Congregationalist polity
James G. Blaine,male,natural causes,1830-01-31T00:00:00Z,1893-01-27T00:00:00Z,United States of America,politician,Congregationalist polity
Sage Stallone,male,natural causes,1976-05-05T00:00:00Z,2012-07-13T00:00:00Z,United States of America,film producer,Catholic Church
Avery Dulles,male,natural causes,1918-08-24T00:00:00Z,2008-12-12T00:00:00Z,United States of America,university teacher,Catholic Church
Anthony Burgess,male,natural causes,1917-02-25T00:00:00Z,1993-11-22T00:00:00Z,United Kingdom,composer,Catholic Church
Peter Benenson,male,natural causes,1921-07-31T00:00:00Z,2005-02-25T00:00:00Z,United Kingdom,lawyer,Catholicism
Pjetër Bogdani,male,natural causes,1630-01-01T00:00:00Z,1689-12-01T00:00:00Z,Ottoman Empire,priest,Catholic Church
Chögyam Trungpa,male,natural causes,1939-03-05T00:00:00Z,1987-04-04T00:00:00Z,England,professor,Buddhism
Anthony Burgess,male,natural causes,1917-02-25T00:00:00Z,1993-11-22T00:00:00Z,United Kingdom,writer,Catholic Church
James G. Blaine,male,natural causes,1830-01-31T00:00:00Z,1893-01-27T00:00:00Z,United States of America,journalist,Congregationalist polity
Anthony Burgess,male,natural causes,1917-02-25T00:00:00Z,1993-11-22T00:00:00Z,United Kingdom,poet,Catholic Church
Avery Dulles,male,natural causes,1918-08-24T00:00:00Z,2008-12-12T00:00:00Z,United States of America,military officer,Catholic Church
Sage Stallone,male,natural causes,1976-05-05T00:00:00Z,2012-07-13T00:00:00Z,United States of America,film actor,Catholic Church
James G. Blaine,male,natural causes,1830-01-31T00:00:00Z,1893-01-27T00:00:00Z,United States of America,diplomat,Congregationalist polity
Avery Dulles,male,natural causes,1918-08-24T00:00:00Z,2008-12-12T00:00:00Z,United States of America,Catholic priest,Catholic Church
John L. May,male,natural causes,1922-03-31T00:00:00Z,1994-03-24T00:00:00Z,United States of America,Catholic priest,Catholic Church
Jorge Ubico,male,natural causes,1878-11-10T00:00:00Z,1946-06-14T00:00:00Z,Guatemala,politician,Catholicism
Diego Velázquez de Cuéllar,male,natural causes,1465-01-01T00:00:00Z,1524-06-12T00:00:00Z,Spain,military personnel,Catholicism
Lemmy Kilmister,male,natural causes,1945-12-24T00:00:00Z,2015-12-28T00:00:00Z,United Kingdom,actor,agnosticism
E. L. Doctorow,male,natural causes,1931-01-06T00:00:00Z,2015-07-21T00:00:00Z,United States of America,writer,Judaism
Joachim Neander,male,natural causes,1650-01-01T00:00:00Z,1680-05-31T00:00:00Z,Germany,composer,Calvinism
Joachim Neander,male,natural causes,1650-01-01T00:00:00Z,1680-05-31T00:00:00Z,Germany,writer,Calvinism
Joachim Neander,male,natural causes,1650-01-01T00:00:00Z,1680-05-31T00:00:00Z,Germany,theologian,Calvinism
Sergio Valech,male,natural causes,1927-10-21T00:00:00Z,2010-11-24T00:00:00Z,Chile,Catholic priest,Catholicism
Corneliu Vadim putzifer,male,natural causes,1949-11-28T00:00:00Z,2015-09-14T00:00:00Z,Romania,politician,Romanian Orthodox Church
Jorge Ubico,male,natural causes,1878-11-10T00:00:00Z,1946-06-14T00:00:00Z,Guatemala,military officer,Catholicism
Claude Rich,male,natural causes,1929-02-08T00:00:00Z,2017-07-20T00:00:00Z,France,stage actor,Roman Catholic
Corneliu Vadim putzifer,male,natural causes,1949-11-28T00:00:00Z,2015-09-14T00:00:00Z,Romania,journalist,Romanian Orthodox Church
Joe Tex,male,natural causes,1933-08-08T00:00:00Z,1982-08-13T00:00:00Z,United States of America,singer,Islam
Joe Tex,male,natural causes,1935-08-08T00:00:00Z,1982-08-13T00:00:00Z,United States of America,singer,Islam
Joe Tex,male,natural causes,1933-08-08T00:00:00Z,1982-08-13T00:00:00Z,United States of America,singer-songwriter,Islam
"Louis, Dauphin of France",male,natural causes,1729-09-04T00:00:00Z,1765-12-20T00:00:00Z,France,politician,Catholicism
Joe Tex,male,natural causes,1935-08-08T00:00:00Z,1982-08-13T00:00:00Z,United States of America,singer-songwriter,Islam
Rita Gross,female,natural causes,1943-01-01T00:00:00Z,2015-11-11T00:00:00Z,United States of America,author,Buddhism
Sahir Ludhianvi,male,natural causes,1921-03-08T00:00:00Z,1980-10-25T00:00:00Z,India,songwriter,Islam
Rita Gross,female,natural causes,1943-01-01T00:00:00Z,2015-11-11T00:00:00Z,United States of America,university teacher,Buddhism
Hudson Stuck,male,natural causes,1863-11-11T00:00:00Z,1920-10-10T00:00:00Z,United Kingdom of Great Britain and Ireland,mountaineer,Anglicanism
Louis François Auguste de Rohan-Chabot,male,natural causes,1788-02-29T00:00:00Z,1833-02-08T00:00:00Z,France,politician,Catholicism
Sahir Ludhianvi,male,natural causes,1921-03-08T00:00:00Z,1980-10-25T00:00:00Z,India,lyricist,Islam
Feroz Khan,male,natural causes,1939-09-25T00:00:00Z,2009-04-27T00:00:00Z,British Raj,actor,Islam
Feroz Khan,male,natural causes,1939-09-25T00:00:00Z,2009-04-27T00:00:00Z,British Raj,film director,Islam
Feroz Khan,male,natural causes,1939-09-25T00:00:00Z,2009-04-27T00:00:00Z,British Raj,writer,Islam
Feroz Khan,male,natural causes,1939-09-25T00:00:00Z,2009-04-27T00:00:00Z,British Raj,screenwriter,Islam
Feroz Khan,male,natural causes,1939-09-25T00:00:00Z,2009-04-27T00:00:00Z,British Raj,film producer,Islam
Feroz Khan,male,natural causes,1939-09-25T00:00:00Z,2009-04-27T00:00:00Z,British Raj,film editor,Islam
Hermann Cohen,male,natural causes,1820-11-10T00:00:00Z,1871-01-20T00:00:00Z,German Empire,composer,Catholicism
Hermann Cohen,male,natural causes,1820-11-10T00:00:00Z,1871-01-20T00:00:00Z,German Empire,pianist,Catholicism
Luciano Mendes de Almeida,male,natural causes,1930-10-05T00:00:00Z,2006-08-27T00:00:00Z,Brazil,priest,Catholicism
Christopher Kovacevich,male,natural causes,1928-12-25T00:00:00Z,2010-08-18T00:00:00Z,United States of America,priest,Orthodox Christianity
Michel de Certeau,male,natural causes,1925-05-17T00:00:00Z,1986-01-10T00:00:00Z,France,historian,Catholicism
Michel de Certeau,male,natural causes,1925-05-17T00:00:00Z,1986-01-10T00:00:00Z,France,philosopher,Catholicism
Carlo Caputo,male,natural causes,1843-11-05T00:00:00Z,1908-09-25T00:00:00Z,Kingdom of Italy,diplomat,Catholicism
Michel de Certeau,male,natural causes,1925-05-17T00:00:00Z,1986-01-10T00:00:00Z,France,university teacher,Catholicism
Artur Rodziński,male,natural causes,1892-01-01T00:00:00Z,1958-11-27T00:00:00Z,Poland,conductor,Lutheranism
Ilya Kormiltsev,male,natural causes,1959-09-26T00:00:00Z,2007-02-04T00:00:00Z,Russia,publisher,Islam
Carlo Caputo,male,natural causes,1843-11-05T00:00:00Z,1908-09-25T00:00:00Z,Kingdom of Italy,Catholic priest,Catholicism
Ante Kovačić,male,natural causes,1854-06-06T00:00:00Z,1889-03-10T00:00:00Z,Croatia,lawyer,Christianity
Ante Kovačić,male,natural causes,1854-06-06T00:00:00Z,1889-03-10T00:00:00Z,Croatia,writer,Christianity
Ilya Kormiltsev,male,natural causes,1959-09-26T00:00:00Z,2007-02-04T00:00:00Z,Russia,journalist,Islam
Ian Cundy,male,natural causes,1945-04-23T00:00:00Z,2009-05-07T00:00:00Z,United Kingdom,politician,Anglicanism
Ilya Kormiltsev,male,natural causes,1959-09-26T00:00:00Z,2007-02-04T00:00:00Z,Russia,translator,Islam
Ian Cundy,male,natural causes,1945-04-23T00:00:00Z,2009-05-07T00:00:00Z,United Kingdom,priest,Anglicanism
Alexy I of Moscow,male,natural causes,1877-11-08T00:00:00Z,1970-04-17T00:00:00Z,Soviet Union,theologian,Orthodox Christianity
"Louis, Dauphin of France, Duke of Burgundy",male,natural causes,1682-08-16T00:00:00Z,1712-02-18T00:00:00Z,France,politician,Catholicism
Feroz Khan,male,natural causes,1939-09-25T00:00:00Z,2009-04-27T00:00:00Z,India,actor,Islam
Feroz Khan,male,natural causes,1939-09-25T00:00:00Z,2009-04-27T00:00:00Z,India,film director,Islam
J. William Fulbright,male,natural causes,1905-04-09T00:00:00Z,1995-02-09T00:00:00Z,United States of America,agriculturer,Christian Church (Disciples of Christ)
Feroz Khan,male,natural causes,1939-09-25T00:00:00Z,2009-04-27T00:00:00Z,India,writer,Islam
Feroz Khan,male,natural causes,1939-09-25T00:00:00Z,2009-04-27T00:00:00Z,India,screenwriter,Islam
Feroz Khan,male,natural causes,1939-09-25T00:00:00Z,2009-04-27T00:00:00Z,India,film producer,Islam
Feroz Khan,male,natural causes,1939-09-25T00:00:00Z,2009-04-27T00:00:00Z,India,film editor,Islam
Ilya Kormiltsev,male,natural causes,1959-09-26T00:00:00Z,2007-02-04T00:00:00Z,Russia,music critic,Islam
Ilya Kormiltsev,male,natural causes,1959-09-26T00:00:00Z,2007-02-04T00:00:00Z,Russia,literary critic,Islam
Ilya Kormiltsev,male,natural causes,1959-09-26T00:00:00Z,2007-02-04T00:00:00Z,Russia,lyricist,Islam
António José de Almeida,male,natural causes,1866-07-17T00:00:00Z,1929-10-31T00:00:00Z,Portugal,physician,Catholicism
James Thomas Lynn,male,natural causes,1927-02-27T00:00:00Z,2010-12-06T00:00:00Z,United States of America,jurist,Episcopal Church
J. William Fulbright,male,natural causes,1905-04-09T00:00:00Z,1995-02-09T00:00:00Z,United States of America,president,Christian Church (Disciples of Christ)
J. William Fulbright,male,natural causes,1905-04-09T00:00:00Z,1995-02-09T00:00:00Z,United States of America,lawyer,Christian Church (Disciples of Christ)
J. William Fulbright,male,natural causes,1905-04-09T00:00:00Z,1995-02-09T00:00:00Z,United States of America,banker,Christian Church (Disciples of Christ)
FM-2030,male,natural causes,1930-10-15T00:00:00Z,2000-07-08T00:00:00Z,United States of America,university teacher,atheism
Ilya Kormiltsev,male,natural causes,1959-09-26T00:00:00Z,2007-02-04T00:00:00Z,Soviet Union,publisher,Islam
Ilya Kormiltsev,male,natural causes,1959-09-26T00:00:00Z,2007-02-04T00:00:00Z,Soviet Union,journalist,Islam
Ilya Kormiltsev,male,natural causes,1959-09-26T00:00:00Z,2007-02-04T00:00:00Z,Soviet Union,translator,Islam
Jakob Beurlin,male,natural causes,1520-01-01T00:00:00Z,1561-10-28T00:00:00Z,Germany,theologian,Lutheranism
Charles-Etienne Jordan,male,natural causes,1700-08-27T00:00:00Z,1745-05-24T00:00:00Z,Germany,librarian,Calvinism
Charles-Etienne Jordan,male,natural causes,1700-08-27T00:00:00Z,1745-05-24T00:00:00Z,Germany,theologian,Calvinism
Giuseppe Guarino,male,natural causes,1827-03-06T00:00:00Z,1897-09-22T00:00:00Z,Kingdom of Italy,Catholic priest,Catholicism
Jakob Beurlin,male,natural causes,1520-01-01T00:00:00Z,1561-10-28T00:00:00Z,Germany,university teacher,Lutheranism
Chögyam Trungpa,male,natural causes,1939-03-05T00:00:00Z,1987-04-04T00:00:00Z,United States of America,professor,Buddhism
Chögyam Trungpa,male,natural causes,1939-03-05T00:00:00Z,1987-04-04T00:00:00Z,United States of America,philosopher,Buddhism
Chögyam Trungpa,male,natural causes,1939-03-05T00:00:00Z,1987-04-04T00:00:00Z,United States of America,writer,Buddhism
Chögyam Trungpa,male,natural causes,1939-03-05T00:00:00Z,1987-04-04T00:00:00Z,United States of America,painter,Buddhism
Sahir Ludhianvi,male,natural causes,1921-03-08T00:00:00Z,1980-10-25T00:00:00Z,British Raj,poet,Islam
António José de Almeida,male,natural causes,1866-07-27T00:00:00Z,1929-10-31T00:00:00Z,Portugal,physician,Catholicism
J. William Fulbright,male,natural causes,1905-04-09T00:00:00Z,1995-02-09T00:00:00Z,United States of America,lecturer,Christian Church (Disciples of Christ)
Christopher Lawford,male,natural causes,1955-03-29T00:00:00Z,2018-09-04T00:00:00Z,United States of America,actor,Christianity
Ilya Kormiltsev,male,natural causes,1959-09-26T00:00:00Z,2007-02-04T00:00:00Z,Soviet Union,music critic,Islam
Michel Benoist,male,natural causes,1715-10-08T00:00:00Z,1774-10-23T00:00:00Z,France,astronomer,Catholicism
Ilya Kormiltsev,male,natural causes,1959-09-26T00:00:00Z,2007-02-04T00:00:00Z,Soviet Union,literary critic,Islam
Christopher Lawford,male,natural causes,1955-03-29T00:00:00Z,2018-09-04T00:00:00Z,United States of America,television actor,Christianity
Allan Hendrickse,male,natural causes,1927-10-22T00:00:00Z,2005-03-16T00:00:00Z,South Africa,politician,congregational church
Christopher Lawford,male,natural causes,1955-03-29T00:00:00Z,2018-09-04T00:00:00Z,United States of America,film producer,Christianity
Caetano Lima dos Santos,male,natural causes,1916-10-26T00:00:00Z,2014-11-11T00:00:00Z,Brazil,Catholic priest,Catholicism
Ilya Kormiltsev,male,natural causes,1959-09-26T00:00:00Z,2007-02-04T00:00:00Z,Soviet Union,lyricist,Islam
Sahir Ludhianvi,male,natural causes,1921-03-08T00:00:00Z,1980-10-25T00:00:00Z,British Raj,songwriter,Islam
Christopher Lawford,male,natural causes,1955-03-29T00:00:00Z,2018-09-04T00:00:00Z,United States of America,film actor,Christianity
Michel Benoist,male,natural causes,1715-10-08T00:00:00Z,1774-10-23T00:00:00Z,France,Catholic priest,Catholicism
Alexy I of Moscow,male,natural causes,1877-11-08T00:00:00Z,1970-04-17T00:00:00Z,Russian Empire,theologian,Orthodox Christianity
Claude Rich,male,natural causes,1929-02-08T00:00:00Z,2017-07-20T00:00:00Z,France,actor,Roman Catholic
Alexy I of Moscow,male,natural causes,1877-11-08T00:00:00Z,1970-04-17T00:00:00Z,Russian Empire,monk,Orthodox Christianity
Claude Rich,male,natural causes,1929-02-08T00:00:00Z,2017-07-20T00:00:00Z,France,screenwriter,Roman Catholic
Charles August Lindbergh,male,natural causes,1859-01-20T00:00:00Z,1924-05-24T00:00:00Z,United States of America,lawyer,Lutheranism
Charles August Lindbergh,male,natural causes,1859-01-20T00:00:00Z,1924-05-24T00:00:00Z,United States of America,politician,Lutheranism
Tom Bradley,male,natural causes,1917-12-29T00:00:00Z,1998-09-29T00:00:00Z,United States of America,lawyer,African Methodist Episcopal Church
Tom Bradley,male,natural causes,1917-12-29T00:00:00Z,1998-09-29T00:00:00Z,United States of America,politician,African Methodist Episcopal Church
Chögyam Trungpa,male,natural causes,1939-03-05T00:00:00Z,1987-04-04T00:00:00Z,England,philosopher,Buddhism
Chögyam Trungpa,male,natural causes,1939-03-05T00:00:00Z,1987-04-04T00:00:00Z,England,writer,Buddhism
Sahir Ludhianvi,male,natural causes,1921-03-08T00:00:00Z,1980-10-25T00:00:00Z,British Raj,lyricist,Islam
Chögyam Trungpa,male,natural causes,1939-03-05T00:00:00Z,1987-04-04T00:00:00Z,England,painter,Buddhism
Claude Rich,male,natural causes,1929-02-08T00:00:00Z,2017-07-20T00:00:00Z,France,film actor,Roman Catholic
Mohammed Abdullah Hassan,male,natural causes,1856-04-07T00:00:00Z,1920-12-21T00:00:00Z,Somalia,religious leader,Islam
"Louis, Dauphin of France",male,natural causes,1729-08-04T00:00:00Z,1765-12-20T00:00:00Z,France,politician,Catholicism
Charles Diggs,male,natural causes,1922-12-02T00:00:00Z,1998-08-24T00:00:00Z,United States of America,politician,Baptist
Colin Slee,male,natural causes,1945-11-10T00:00:00Z,2010-11-25T00:00:00Z,United Kingdom,theologian,Catholic Church
Millosh Gjergj Nikolla,male,natural causes,1911-10-13T00:00:00Z,1938-08-26T00:00:00Z,Albania,writer,atheism
Millosh Gjergj Nikolla,male,natural causes,1911-10-13T00:00:00Z,1938-08-26T00:00:00Z,Albania,poet,atheism
Feroze Gandhi,male,natural causes,1912-09-12T00:00:00Z,1960-09-08T00:00:00Z,India,journalist,Zoroastrianism
Renate Chasman,female,natural causes,1932-01-10T00:00:00Z,1977-10-17T00:00:00Z,United States of America,physicist,Judaism
John E. Brooks,male,natural causes,1923-07-13T00:00:00Z,2012-07-02T00:00:00Z,United States of America,university teacher,Catholic Church
Charles Emil Ruthenberg,male,natural causes,1882-07-09T00:00:00Z,1927-03-02T00:00:00Z,United States of America,politician,atheism
Maximilien de Furstenberg,male,natural causes,1904-10-23T00:00:00Z,1988-09-22T00:00:00Z,Belgium,theologian,Catholic Church
Charles Emil Ruthenberg,male,natural causes,1882-07-09T00:00:00Z,1927-03-02T00:00:00Z,United States of America,journalist,atheism
Maximilien de Furstenberg,male,natural causes,1904-10-23T00:00:00Z,1988-09-22T00:00:00Z,Belgium,university teacher,Catholic Church
Chic Hecht,male,natural causes,1928-11-30T00:00:00Z,2006-05-15T00:00:00Z,United States of America,politician,Judaism
John E. Brooks,male,natural causes,1923-07-13T00:00:00Z,2012-07-02T00:00:00Z,United States of America,Catholic priest,Catholic Church
Maximilien de Furstenberg,male,natural causes,1904-10-23T00:00:00Z,1988-09-22T00:00:00Z,Belgium,diplomat,Catholic Church
Chic Hecht,male,natural causes,1928-11-30T00:00:00Z,2006-05-15T00:00:00Z,United States of America,diplomat,Judaism
Maximilien de Furstenberg,male,natural causes,1904-10-23T00:00:00Z,1988-09-22T00:00:00Z,Belgium,Catholic priest,Catholic Church
Sarah Bernhardt,female,natural causes,1844-10-22T00:00:00Z,1923-03-26T00:00:00Z,France,stage actor,atheism
